text,intent,entities
Avez-vous des disponibilités pour un trajet Allada Lille,TRIP,"[{""start"": 44, ""end"": 50, ""label"": ""Departure""}, {""start"": 51, ""end"": 56, ""label"": ""Destination""}]"
Je voyage ce soir de Savé vers Rennes,TRIP,"[{""start"": 21, ""end"": 25, ""label"": ""Departure""}, {""start"": 31, ""end"": 37, ""label"": ""Destination""}]"
Trajet Nîmes → Djougou,TRIP,"[{""start"": 7, ""end"": 12, ""label"": ""Departure""}, {""start"": 15, ""end"": 22, ""label"": ""Destination""}]"
wxcvbn,UNKNOWN,[]
C'est possible d'aller de Marseille à Perpignan,TRIP,"[{""start"": 26, ""end"": 35, ""label"": ""Departure""}, {""start"": 38, ""end"": 47, ""label"": ""Destination""}]"
azertyuiop,UNKNOWN,[]
Je me déplace la semaine prochaine de Rennes à Nice,TRIP,"[{""start"": 38, ""end"": 44, ""label"": ""Departure""}, {""start"": 47, ""end"": 51, ""label"": ""Destination""}]"
de Malanville à Argenteuil,TRIP,"[{""start"": 3, ""end"": 13, ""label"": ""Departure""}, {""start"": 16, ""end"": 26, ""label"": ""Destination""}]"
Goedemorgen,NOT_FRENCH,[]
bg,UNKNOWN,[]
Un billet pour Montpellier Lyon,NOT_TRIP,[]
Je compte partir de Rennes vers Saint-Étienne,TRIP,"[{""start"": 20, ""end"": 26, ""label"": ""Departure""}, {""start"": 32, ""end"": 45, ""label"": ""Destination""}]"
Je vais de Sakété à Nikki pour affaires,TRIP,"[{""start"": 11, ""end"": 17, ""label"": ""Departure""}, {""start"": 20, ""end"": 25, ""label"": ""Destination""}]"
Tarifs pour Argenteuil Kétou,NOT_TRIP,[]
Pouvez-vous me transférer le document,NOT_TRIP,[]
Quel est le numéro du service client,NOT_TRIP,[]
Je compte partir de Brest vers Montreuil,TRIP,"[{""start"": 20, ""end"": 25, ""label"": ""Departure""}, {""start"": 31, ""end"": 40, ""label"": ""Destination""}]"
I need to go to Birmingham,NOT_FRENCH,[]
Aix-en-Provence → Kétou,TRIP,"[{""start"": 0, ""end"": 15, ""label"": ""Departure""}, {""start"": 18, ""end"": 23, ""label"": ""Destination""}]"
Trajet de Comè à Tchaourou pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 14, ""label"": ""Departure""}, {""start"": 17, ""end"": 26, ""label"": ""Destination""}]"
Je vais à Djougou depuis Villeurbanne cet après-midi,TRIP,"[{""start"": 25, ""end"": 37, ""label"": ""Departure""}, {""start"": 10, ""end"": 17, ""label"": ""Destination""}]"
Gracias por su ayuda,NOT_FRENCH,[]
De Cotonou jusqu'à Argenteuil,TRIP,"[{""start"": 3, ""end"": 10, ""label"": ""Departure""}, {""start"": 19, ""end"": 29, ""label"": ""Destination""}]"
zzz,UNKNOWN,[]
de Nikki à Djougou,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 11, ""end"": 18, ""label"": ""Destination""}]"
Y a-t-il encore de la place Ouidah - Nîmes,NOT_TRIP,[]
Obrigado,NOT_FRENCH,[]
de Reims vers Ouidah,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 14, ""end"": 20, ""label"": ""Destination""}]"
de Tours à Cotonou,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 11, ""end"": 18, ""label"": ""Destination""}]"
uzww,UNKNOWN,[]
Pourrais-je avoir un trajet Nikki - Kandi,TRIP,"[{""start"": 28, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 41, ""label"": ""Destination""}]"
J'aimerais aller de Brest à Nantes,TRIP,"[{""start"": 20, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 34, ""label"": ""Destination""}]"
euh...,UNKNOWN,[]
Pouvez-vous me transférer le document,NOT_TRIP,[]
Je voudrais confirmer ma réunion,NOT_TRIP,[]
Je dois aller de Besançon à Toulouse pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 36, ""label"": ""Destination""}]"
I would like a ticket to Manchester,NOT_FRENCH,[]
J'aimerais aller de Comè à Limoges,TRIP,"[{""start"": 20, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 34, ""label"": ""Destination""}]"
depuis Kétou jusqu'à Clermont-Ferrand,TRIP,"[{""start"": 7, ""end"": 12, ""label"": ""Departure""}, {""start"": 21, ""end"": 37, ""label"": ""Destination""}]"
Avez-vous des disponibilités pour un trajet Nikki Natitingou,TRIP,"[{""start"": 44, ""end"": 49, ""label"": ""Departure""}, {""start"": 50, ""end"": 60, ""label"": ""Destination""}]"
Je compte partir de Cotonou vers Savé,TRIP,"[{""start"": 20, ""end"": 27, ""label"": ""Departure""}, {""start"": 33, ""end"": 37, ""label"": ""Destination""}]"
Pourrais-je avoir un trajet Montreuil - Toulon,TRIP,"[{""start"": 28, ""end"": 37, ""label"": ""Departure""}, {""start"": 40, ""end"": 46, ""label"": ""Destination""}]"
Je pars de Comè vers Marseille pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 15, ""label"": ""Departure""}, {""start"": 21, ""end"": 30, ""label"": ""Destination""}]"
Dijon Savé,TRIP,"[{""start"": 0, ""end"": 5, ""label"": ""Departure""}, {""start"": 6, ""end"": 10, ""label"": ""Destination""}]"
"Good morning, I need assistance",NOT_FRENCH,[]
J'aimerais aller de Bassila à Djougou,TRIP,"[{""start"": 20, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 37, ""label"": ""Destination""}]"
¿Hay un tren a Barcelona?,NOT_FRENCH,[]
Il faut que j'aille de Aix-en-Provence à Bordeaux,TRIP,"[{""start"": 23, ""end"": 38, ""label"": ""Departure""}, {""start"": 41, ""end"": 49, ""label"": ""Destination""}]"
Je dois me rendre de Metz à Montreuil,TRIP,"[{""start"": 21, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 37, ""label"": ""Destination""}]"
Est-ce que je peux réserver pour Grenoble Annecy,NOT_TRIP,[]
J'ai besoin d'un compte-rendu,NOT_TRIP,[]
Pouvez-vous me trouver un train de Nikki à Djougou,NOT_TRIP,[]
How much does it cost to go to Edinburgh?,NOT_FRENCH,[]
Je pars demain de Saint-Denis à Annecy,TRIP,"[{""start"": 18, ""end"": 29, ""label"": ""Departure""}, {""start"": 32, ""end"": 38, ""label"": ""Destination""}]"
Je désire un aller-retour de Porto-Novo vers Dijon,NOT_TRIP,[]
Un billet pour Reims Nikki,NOT_TRIP,[]
Je dois aller de Limoges à Besançon pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 35, ""label"": ""Destination""}]"
Je pars demain de Paris à Lokossa,TRIP,"[{""start"": 18, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 33, ""label"": ""Destination""}]"
Je souhaite me déplacer de Reims à Le Mans,TRIP,"[{""start"": 27, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 42, ""label"": ""Destination""}]"
Montreuil Marseille,TRIP,"[{""start"": 0, ""end"": 9, ""label"": ""Departure""}, {""start"": 10, ""end"": 19, ""label"": ""Destination""}]"
Je dois aller de Brest à Argenteuil pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 35, ""label"": ""Destination""}]"
hahaha,UNKNOWN,[]
Je souhaite obtenir un billet Orléans - Saint-Denis,NOT_TRIP,[]
¿A qué hora sale el tren?,NOT_FRENCH,[]
depuis Strasbourg jusqu'à Boulogne-Billancourt,TRIP,"[{""start"": 7, ""end"": 17, ""label"": ""Departure""}, {""start"": 26, ""end"": 46, ""label"": ""Destination""}]"
Necesito ir a Sevilla,NOT_FRENCH,[]
Hoe laat vertrekt de trein?,NOT_FRENCH,[]
zzz,UNKNOWN,[]
...........,UNKNOWN,[]
grrr,UNKNOWN,[]
Toulouse / Tchaourou,TRIP,"[{""start"": 0, ""end"": 8, ""label"": ""Departure""}, {""start"": 11, ""end"": 20, ""label"": ""Destination""}]"
Necesito ir a Sevilla,NOT_FRENCH,[]
Avez-vous des places disponibles pour Toulouse Tchaourou,NOT_TRIP,[]
Quanto custa ir a Coimbra?,NOT_FRENCH,[]
Je souhaite obtenir mon trajet Ouidah vers Le Havre,TRIP,"[{""start"": 31, ""end"": 37, ""label"": ""Departure""}, {""start"": 43, ""end"": 51, ""label"": ""Destination""}]"
Pourrais-je avoir un trajet Djougou - Metz,TRIP,"[{""start"": 28, ""end"": 35, ""label"": ""Departure""}, {""start"": 38, ""end"": 42, ""label"": ""Destination""}]"
Trajet de Nice à Djougou pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 14, ""label"": ""Departure""}, {""start"": 17, ""end"": 24, ""label"": ""Destination""}]"
Há um comboio para Lisboa?,NOT_FRENCH,[]
uzww,UNKNOWN,[]
Quanto custa ir a Coimbra?,NOT_FRENCH,[]
Je voyage ce soir de Grenoble vers Toulon,TRIP,"[{""start"": 21, ""end"": 29, ""label"": ""Departure""}, {""start"": 35, ""end"": 41, ""label"": ""Destination""}]"
Avez-vous des disponibilités pour un trajet Malanville Toulouse,TRIP,"[{""start"": 44, ""end"": 54, ""label"": ""Departure""}, {""start"": 55, ""end"": 63, ""label"": ""Destination""}]"
À quelle heure part le train de Metz à Le Havre,NOT_TRIP,[]
I would like a ticket to Manchester,NOT_FRENCH,[]
Prix du trajet Natitingou Toulouse,NOT_TRIP,[]
Pourrais-je avoir un trajet Nancy - Annecy,TRIP,"[{""start"": 28, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 42, ""label"": ""Destination""}]"
quoi?,UNKNOWN,[]
...,UNKNOWN,[]
Quels trains sont disponibles de Parakou à Besançon,NOT_TRIP,[]
Est-ce que je peux réserver pour Cotonou Porto-Novo,NOT_TRIP,[]
J'ai besoin d'un compte-rendu,NOT_TRIP,[]
...........,UNKNOWN,[]
Pourrais-je avoir un trajet Natitingou - Lyon,TRIP,"[{""start"": 28, ""end"": 38, ""label"": ""Departure""}, {""start"": 41, ""end"": 45, ""label"": ""Destination""}]"
Quels sont les horaires Angers Sakété,NOT_TRIP,[]
C'est possible d'aller de Sakété à Villeurbanne,TRIP,"[{""start"": 26, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 47, ""label"": ""Destination""}]"
C'est combien pour aller de Kétou à Grenoble,NOT_TRIP,[]
Hoe laat vertrekt de trein?,NOT_FRENCH,[]
Grazie mille,NOT_FRENCH,[]
bg,UNKNOWN,[]
Comment commander un billet Nikki Bassila,NOT_TRIP,[]
Comment prendre un billet Le Havre Djougou,NOT_TRIP,[]
À quelle heure part le train de Lokossa à Strasbourg,NOT_TRIP,[]
oklm,UNKNOWN,[]
De Nikki à Annecy,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 11, ""end"": 17, ""label"": ""Destination""}]"
depuis Aix-en-Provence jusqu'à Lille,TRIP,"[{""start"": 7, ""end"": 22, ""label"": ""Departure""}, {""start"": 31, ""end"": 36, ""label"": ""Destination""}]"
Trajet Bohicon → Clermont-Ferrand,TRIP,"[{""start"": 7, ""end"": 14, ""label"": ""Departure""}, {""start"": 17, ""end"": 33, ""label"": ""Destination""}]"
À quelle heure y a-t-il des trains de Tchaourou à Angers,NOT_TRIP,[]
Pouvez-vous me rappeler demain,NOT_TRIP,[]
lol lol lol,UNKNOWN,[]
Je voudrais réserver Nikki Abomey,NOT_TRIP,[]
C'est combien pour aller de Nice à Toulon,NOT_TRIP,[]
Puis-je commander un aller simple pour Sakété Parakou,NOT_TRIP,[]
Buongiorno,NOT_FRENCH,[]
"Good morning, I need assistance",NOT_FRENCH,[]
Y a-t-il un train Paris-Kétou,NOT_TRIP,[]
de Saint-Denis à Malanville,TRIP,"[{""start"": 3, ""end"": 14, ""label"": ""Departure""}, {""start"": 17, ""end"": 27, ""label"": ""Destination""}]"
Aller de Kétou vers Besançon,TRIP,"[{""start"": 9, ""end"": 14, ""label"": ""Departure""}, {""start"": 20, ""end"": 28, ""label"": ""Destination""}]"
de Djougou vers Nancy,TRIP,"[{""start"": 3, ""end"": 10, ""label"": ""Departure""}, {""start"": 16, ""end"": 21, ""label"": ""Destination""}]"
uzww,UNKNOWN,[]
Je dois me rendre de Caen à Nice,TRIP,"[{""start"": 21, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 32, ""label"": ""Destination""}]"
Départ: Natitingou Destination: Angers,TRIP,"[{""start"": 8, ""end"": 18, ""label"": ""Departure""}, {""start"": 32, ""end"": 38, ""label"": ""Destination""}]"
¿A qué hora sale el tren?,NOT_FRENCH,[]
Je vais à Tours depuis Malanville cet après-midi,TRIP,"[{""start"": 23, ""end"": 33, ""label"": ""Departure""}, {""start"": 10, ""end"": 15, ""label"": ""Destination""}]"
¿A qué hora sale el tren?,NOT_FRENCH,[]
¿Hay un tren a Barcelona?,NOT_FRENCH,[]
A que horas sai o comboio?,NOT_FRENCH,[]
Is er een trein naar Amsterdam?,NOT_FRENCH,[]
Merci pour votre aide,NOT_TRIP,[]
Avez-vous des disponibilités pour un trajet Savé Saint-Étienne,TRIP,"[{""start"": 44, ""end"": 48, ""label"": ""Departure""}, {""start"": 49, ""end"": 62, ""label"": ""Destination""}]"
Quero um bilhete para Porto,NOT_FRENCH,[]
Comment commander un billet Lokossa Saint-Denis,NOT_TRIP,[]
Thank you very much,NOT_FRENCH,[]
J'aimerais aller de Rouen à Amiens,TRIP,"[{""start"": 20, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 34, ""label"": ""Destination""}]"
C'est possible d'aller de Montpellier à Cotonou,TRIP,"[{""start"": 26, ""end"": 37, ""label"": ""Departure""}, {""start"": 40, ""end"": 47, ""label"": ""Destination""}]"
Hoe laat vertrekt de trein?,NOT_FRENCH,[]
Je voyage ce soir de Clermont-Ferrand vers Malanville,TRIP,"[{""start"": 21, ""end"": 37, ""label"": ""Departure""}, {""start"": 43, ""end"": 53, ""label"": ""Destination""}]"
How much does it cost to go to Edinburgh?,NOT_FRENCH,[]
quoi?,UNKNOWN,[]
Pouvez-vous me rappeler demain,NOT_TRIP,[]
Je compte partir de Marseille vers Natitingou,TRIP,"[{""start"": 20, ""end"": 29, ""label"": ""Departure""}, {""start"": 35, ""end"": 45, ""label"": ""Destination""}]"
Je me déplace la semaine prochaine de Boulogne-Billancourt à Metz,TRIP,"[{""start"": 38, ""end"": 58, ""label"": ""Departure""}, {""start"": 61, ""end"": 65, ""label"": ""Destination""}]"
Je pars de Bassila vers Rouen pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 18, ""label"": ""Departure""}, {""start"": 24, ""end"": 29, ""label"": ""Destination""}]"
iiii,UNKNOWN,[]
Nantes Brest,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 7, ""end"": 12, ""label"": ""Destination""}]"
Je vais à Paris depuis Natitingou cet après-midi,TRIP,"[{""start"": 23, ""end"": 33, ""label"": ""Departure""}, {""start"": 10, ""end"": 15, ""label"": ""Destination""}]"
Ik wil een ticket naar Rotterdam,NOT_FRENCH,[]
Je souhaite me déplacer de Strasbourg à Kandi,TRIP,"[{""start"": 27, ""end"": 37, ""label"": ""Departure""}, {""start"": 40, ""end"": 45, ""label"": ""Destination""}]"
A que horas sai o comboio?,NOT_FRENCH,[]
Départ: Cotonou Destination: Aix-en-Provence,TRIP,"[{""start"": 8, ""end"": 15, ""label"": ""Departure""}, {""start"": 29, ""end"": 44, ""label"": ""Destination""}]"
Quel est le meilleur moyen pour aller de Paris vers Nîmes,TRIP,"[{""start"": 41, ""end"": 46, ""label"": ""Departure""}, {""start"": 52, ""end"": 57, ""label"": ""Destination""}]"
Cotonou Lyon,TRIP,"[{""start"": 0, ""end"": 7, ""label"": ""Departure""}, {""start"": 8, ""end"": 12, ""label"": ""Destination""}]"
...........,UNKNOWN,[]
Wie viel kostet es nach Hamburg?,NOT_FRENCH,[]
Comment aller de Amiens à Toulouse,TRIP,"[{""start"": 17, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 34, ""label"": ""Destination""}]"
hein?,UNKNOWN,[]
Pouvez-vous me rappeler demain,NOT_TRIP,[]
Je rentre à Malanville depuis Brest,TRIP,"[{""start"": 30, ""end"": 35, ""label"": ""Departure""}, {""start"": 12, ""end"": 22, ""label"": ""Destination""}]"
Merci de me faire parvenir le rapport,NOT_TRIP,[]
¿Cómo llegar a Málaga?,NOT_FRENCH,[]
Trajet de Le Mans à Aix-en-Provence pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 17, ""label"": ""Departure""}, {""start"": 20, ""end"": 35, ""label"": ""Destination""}]"
À quelle heure y a-t-il des trains de Kandi à Limoges,NOT_TRIP,[]
Départ: Natitingou Destination: Le Mans,TRIP,"[{""start"": 8, ""end"": 18, ""label"": ""Departure""}, {""start"": 32, ""end"": 39, ""label"": ""Destination""}]"
Avez-vous des disponibilités pour un trajet Nikki Orléans,TRIP,"[{""start"": 44, ""end"": 49, ""label"": ""Departure""}, {""start"": 50, ""end"": 57, ""label"": ""Destination""}]"
oklm,UNKNOWN,[]
Trains disponibles Ouidah → Lokossa,NOT_TRIP,[]
Aller de Tours vers Besançon,TRIP,"[{""start"": 9, ""end"": 14, ""label"": ""Departure""}, {""start"": 20, ""end"": 28, ""label"": ""Destination""}]"
A que horas sai o comboio?,NOT_FRENCH,[]
Lyon Pobè,TRIP,"[{""start"": 0, ""end"": 4, ""label"": ""Departure""}, {""start"": 5, ""end"": 9, ""label"": ""Destination""}]"
Bom dia,NOT_FRENCH,[]
Je pars de Orléans vers Abomey pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 18, ""label"": ""Departure""}, {""start"": 24, ""end"": 30, ""label"": ""Destination""}]"
¿A qué hora sale el tren?,NOT_FRENCH,[]
Pouvez-vous me trouver un train de Ouidah à Clermont-Ferrand,NOT_TRIP,[]
Horarios de tren por favor,NOT_FRENCH,[]
Paris - Besançon,TRIP,"[{""start"": 0, ""end"": 5, ""label"": ""Departure""}, {""start"": 8, ""end"": 16, ""label"": ""Destination""}]"
Necesito ir a Sevilla,NOT_FRENCH,[]
Is er een trein naar Amsterdam?,NOT_FRENCH,[]
Je désire un trajet de Orléans à Caen,TRIP,"[{""start"": 23, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 37, ""label"": ""Destination""}]"
Quels sont les horaires de train pour Reims Bordeaux,NOT_TRIP,[]
Billet de Savé à Pobè,NOT_TRIP,[]
J'aimerais une réservation Reims - Metz,NOT_TRIP,[]
Gracias por su ayuda,NOT_FRENCH,[]
azertyuiop,UNKNOWN,[]
Há um comboio para Lisboa?,NOT_FRENCH,[]
Puis-je commander un aller simple pour Saint-Étienne Le Havre,NOT_TRIP,[]
Je voyage ce soir de Reims vers Tchaourou,TRIP,"[{""start"": 21, ""end"": 26, ""label"": ""Departure""}, {""start"": 32, ""end"": 41, ""label"": ""Destination""}]"
De Malanville à Nantes,TRIP,"[{""start"": 3, ""end"": 13, ""label"": ""Departure""}, {""start"": 16, ""end"": 22, ""label"": ""Destination""}]"
De Brest à Allada,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 11, ""end"": 17, ""label"": ""Destination""}]"
Gibt es einen Zug nach Berlin?,NOT_FRENCH,[]
iiii,UNKNOWN,[]
!!!???,UNKNOWN,[]
Kandi - Nice,TRIP,"[{""start"": 0, ""end"": 5, ""label"": ""Departure""}, {""start"": 8, ""end"": 12, ""label"": ""Destination""}]"
Horaires de train Annecy - Rouen,NOT_TRIP,[]
Djougou → Bordeaux,TRIP,"[{""start"": 0, ""end"": 7, ""label"": ""Departure""}, {""start"": 10, ""end"": 18, ""label"": ""Destination""}]"
Merci pour votre aide,NOT_TRIP,[]
hahaha,UNKNOWN,[]
¿Cuánto cuesta ir a Valencia?,NOT_FRENCH,[]
Gracias por su ayuda,NOT_FRENCH,[]
Je souhaite obtenir mon trajet Perpignan vers Toulouse,TRIP,"[{""start"": 31, ""end"": 40, ""label"": ""Departure""}, {""start"": 46, ""end"": 54, ""label"": ""Destination""}]"
Horaires de train Porto-Novo - Sakété,NOT_TRIP,[]
Pourrais-je avoir un trajet Amiens - Caen,TRIP,"[{""start"": 28, ""end"": 34, ""label"": ""Departure""}, {""start"": 37, ""end"": 41, ""label"": ""Destination""}]"
Grazie mille,NOT_FRENCH,[]
Il reste des places pour Pobè Lyon,NOT_TRIP,[]
Il reste des places pour Rouen Toulouse,NOT_TRIP,[]
de Nîmes vers Cotonou,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 14, ""end"": 21, ""label"": ""Destination""}]"
Aller de Perpignan vers Nice,TRIP,"[{""start"": 9, ""end"": 18, ""label"": ""Departure""}, {""start"": 24, ""end"": 28, ""label"": ""Destination""}]"
How much does it cost to go to Edinburgh?,NOT_FRENCH,[]
Necesito ir a Sevilla,NOT_FRENCH,[]
J'ai besoin d'un compte-rendu,NOT_TRIP,[]
Ik wil een ticket naar Rotterdam,NOT_FRENCH,[]
Thank you very much,NOT_FRENCH,[]
Je voudrais confirmer ma réunion,NOT_TRIP,[]
Nikki / Bassila,TRIP,"[{""start"": 0, ""end"": 5, ""label"": ""Departure""}, {""start"": 8, ""end"": 15, ""label"": ""Destination""}]"
Je désire un trajet de Lille à Montreuil,TRIP,"[{""start"": 23, ""end"": 28, ""label"": ""Departure""}, {""start"": 31, ""end"": 40, ""label"": ""Destination""}]"
C'est possible d'aller de Montpellier à Nancy,TRIP,"[{""start"": 26, ""end"": 37, ""label"": ""Departure""}, {""start"": 40, ""end"": 45, ""label"": ""Destination""}]"
depuis Tours jusqu'à Lyon,TRIP,"[{""start"": 7, ""end"": 12, ""label"": ""Departure""}, {""start"": 21, ""end"": 25, ""label"": ""Destination""}]"
Je pars de Kandi vers Toulon pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 16, ""label"": ""Departure""}, {""start"": 22, ""end"": 28, ""label"": ""Destination""}]"
Horaires de train Paris - Bohicon,NOT_TRIP,[]
Je vais de Villeurbanne à Argenteuil pour affaires,TRIP,"[{""start"": 11, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 36, ""label"": ""Destination""}]"
Rennes - Boulogne-Billancourt,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 29, ""label"": ""Destination""}]"
